RESTAURANT,ADDRESS,CITY,
EMPIRE BUFFET.,700 SAN PABLO TOWNE CTR,SAN PABLO,
KINDERS CUSTOM MEATS AND DELI,3600 SAN PABLO AVE,HERCULES,
LITTLE CAESARS #1488-0012,1199 40TH ST,EMERYVILLE,
JING HONG FOOD CORP,4108 INTERNATIONAL BLVD,OAKLAND,
LITTLE CAESARS #1468-0001,6447 INTERNATIONAL BLVD,OAKLAND,
LITTLE CAESARS #1488-0008,11299 SAN PABLO AVE,EL CERRITO,
EVERETT & JONES BBQ,126 BROADWAY,OAKLAND,
CA FISH GRILL EL CERRITO,5040 EL CERRITO PLZ Ste E004,EL CERRITO,
LITTLE CAESARS #1488-0009,454 APPIAN WAY,EL SOBRANTE,
LITTLE CAESARS #1488-0010,2071 23RD ST,SAN PABLO,
LITTLE CAESARS #1468-0004,3209 INTERNATIONAL BLVD,OAKLAND,
LITTLE CAESARS #1468-0002,2218 MACARTHUR BLVD,OAKLAND,
FIRE WINGS OAKLAND,203 E 18TH ST,OAKLAND,
ROUND TABLE PIZZA,2854 MOUNTAIN BLVD,OAKLAND,
PIZZA HUT #040826,14501 SAN PABLO AVE,SAN PABLO,
MOUNTAIN MIKES PIZZA,1830 WEBSTER ST,OAKLAND,
FIRE WINGS PINOLE,1424 PINOLE VALLEY RD,PINOLE,
ROUND TABLE PIZZA,2651 BLANDING AVE,ALAMEDA,
SAKE SUSHI PINOLE,1361 FITZGERALD DR,PINOLE,
JERSEY MIKE'S SUBS 20260,30 SAN PABLO TOWNE CTR,SAN PABLO,
LITTLE CAESARS #1468-0003,1521 WEBSTER ST,ALAMEDA,
ROUND TABLE PIZZA #1291,398 GRAND AVE,OAKLAND,
"ONE CHEESE STEAK SHOP, THE",1394 FITZGERALD DR,PINOLE,
PIZZA GUYS 176,501A SAN PABLO TOWNE CTR,SAN PABLO,
PIZZA GUYS 193,1109 UNIVERSITY AVE,BERKELEY,
"CHEESE STEAK SHOP, THE",3308 LAKESHORE AVE,OAKLAND,
MARTYS GRILL,1000 NEVIN AVE,RICHMOND,
MOUNTAIN MIKE'S PIZZA S-152,3340 SAN PABLO DAM RD,SAN PABLO,
MOUNTAIN MIKE'S PIZZA,1516 FITZGERALD DR,PINOLE,
FROSTY KING,171 HARBOUR WAY S,RICHMOND,
YOSHI'S,510 EMBARCADERO W,OAKLAND,
ROUND TABLE PIZZA #1368,1409 FITZGERALD DR,PINOLE,
MR PICKLES EL CERRITO,SAN PABLO AVE STE 2,EL CERRITO,
FIRE WINGS ALAMEDA,1620 PARK ST,ALAMEDA,
PINOLE PEAR ST BISTRO,2395 SAN PABLO AVE,PINOLE,
MOUNTAIN MIKES PIZZA 302,646 HEGENBERGER RD,OAKLAND,
ROUND TABLE PIZZA #1250,2640 5TH ST,ALAMEDA,
THE LUMPIA COMPANY,288 9TH AVE Ste A,OAKLAND,
ROUND TABLE PIZZA,13100 SAN PABLO AVE,RICHMOND,
ROUND TABLE 1201,5095 TELEGRAPH AVE,OAKLAND,
PHILA BURGER STATION,1100 23RD ST,RICHMOND,
ORIGINAL GIANT BURGER,750 DOOLITTLE DR,SAN LEANDRO,
MOUNTAIN MIKE'S PIZZA,714 CENTRAL AVE,ALAMEDA,
MOUNTAIN MIKES PIZZA.,10750 SAN PABLO AVE,EL CERRITO,
BONGO BURGER 2,2505 DWIGHT WAY,BERKELEY,
IKES SANDWICHES BERKELEY,2172 SHATTUCK AVE,BERKELEY,
IKES SANDWICHES OAKLAND,2204 BROADWAY,OAKLAND,
QUE RICO NIGHTCLUB,381 15TH ST,OAKLAND,
MOUNTAIN MIKES PIZZA,1448A HIGH ST,OAKLAND,
MOUNTAIN MIKES PIZZA,2171 MEEKER AVE,RICHMOND,
KOJA KITCHEN,2395 TELEGRAPH AVE,BERKELEY,
NICK THE GREEK BERKELEY,2109 UNIVERSITY AVE,BERKELEY,
MOUNTAIN MIKE'S PIZZA,848 WILLOW AVE,HERCULES,
NICK THE GREEK PINOLE,2700 PINOLE VALLEY RD,PINOLE,
PAPA JOHNS PIZZA 4764,5412 SAN PABLO AVE,OAKLAND,
CHEESE STEAK SHOP,2671 BLANDING AVE,ALAMEDA,
EVERETT & JONES BBQ,4245 MACARTHUR BLVD,OAKLAND,
HORN BARBEQUE LAFAYETTE,3422 MT. DIABLO BLVD,LAFAYETTE,
ROUND TABLE PIZZA #1367,1511 SYCAMORE AVE,HERCULES,
NBR TOMATINA ALAMEDA,1338 PARK ST,ALAMEDA,
BAGEL STREET CAFE,2212 S SHORE CTR STE F,ALAMEDA,
PAPA JOHNS PIZZA BERKELEY,2556 TELEGRAPH AVE,BERKELEY,
DRAGON GATE,1 FRANKLIN ST,OAKLAND,
POWDERFACE,3411 E 12TH ST,OAKLAND,
HOTEL SHATTUCK,2086 ALLSTON WAY,BERKELEY,
OHANA HAWAIIAN BBQ,1554 FITZGERALD DR,PINOLE,
FOSTERS FREEZE PINOLE,993 SAN PABLO AVE,PINOLE,
FINAS PIZZA,1890 23RD ST,SAN PABLO,
IKES SANDIWICHES EMERYVILLE,1333 POWELL ST,EMERYVILLE,
MOUNTAIN MIKE'S PIZZA,1610 SAN PABLO AVE,BERKELEY,
MOUNTAIN MIKE'S PIZZA 301,2042 MOUNTAIN BLVD,OAKLAND,
ROUND TABLE PIZZA 101,962 SAN PABLO AVE,ALBANY,
PARK BURGER,4218 PARK BLVD,OAKLAND,
EXTREME PIZZA,151 PARK PL,RICHMOND,
IKES SANDWICHES PINOLE,1356 FITZGERALD DR,PINOLE,
PIZZA FACTORY 159,2521 SEMINARY AVE,OAKLAND,
THE POSH BAGEL,4037 PIEDMONT AVE,OAKLAND,
TRUE BURGER,146 GRAND AVE,OAKLAND,
TAQUERIA MARIA,3800 KLOSE WAY UNIT B,RICHMOND,
ROCKIN CRAWFISH,2300 EL PORTAL DR,SAN PABLO,
POLLO CAMPERO,2353 E 12TH ST,OAKLAND,
MOUNTAIN MIKES PIZZA 282,4870 TELEGRAPH AVE,OAKLAND,
PAPA JOHNS#3880,3301 E 12TH STREET,OAKLAND,
RAMEN 101,1151 40TH ST,EMERYVILLE,
EL CUSCATLAN,14350 LAURIE LN,SAN PABLO,
IKES LOVE & SANDWICHES EL CERRITO,350 EL CERRITO PLZ,EL CERRITO,
ROUND TABLE PIZZA 619,1409 FITZGERALD DR,PINOLE,
PAPA MURPHYS CA010,1929 BROADWAY,ALAMEDA,
LEILA BY THE BAY,1991 RAILROAD AVE,HERCULES,
CERON KITCHEN,1619 WEBSTER ST,ALAMEDA,
1400 BAR & GRILL,1400 WEBSTER ST,ALAMEDA,
FAMIGLIA ITALIAN RESTAURANT,812 SAN PABLO AVE STE 1,PINOLE,
"ATHLETIC CLUB OAKLAND, THE",59 GRAND AVE,OAKLAND,
FOSTERS FREEZE #124,1199 UNIVERSITY AVE,BERKELEY,
M2 LOUNGE,3320 GRAND AVE,OAKLAND,
CATO'S ALE HOUSE,3891 PIEDMONT AVE,OAKLAND,
AMERICANA PIZZA AND TAQUERIA - FSD,13350 SAN PABLO AVE,SAN PABLO,
HOME OF CHICKEN WAFFLES,247 4TH ST STE 111,OAKLAND,
SPEISEKAMMER,2424 LINCOLN AVE,ALAMEDA,
ZACHARY'S CHICAGO PIZZA,3917 GRAND AVE,OAKLAND,
CAFE BUENOS AIRES,2530 10TH ST UNIT 3,BERKELEY,
OHANA HAWAIIAN BBQ,2661 BLANDING AVE,ALAMEDA,
SDX@GRIFOLS EMERYVILLE CATERING,4560 HORTON ST,EMERYVILLE,
KOJA KITCHEN - EMERYVILLE,5959 SHELLMOUND ST,EMERYVILLE,
PASTA PELICAN,2455 MARINER SQUARE DR,ALAMEDA,
7 STARS AND DONUT,3060 E 9TH ST Ste D,OAKLAND,
KINGFISH PUB AND CAFE,5227 TELEGRAPH AVE,OAKLAND,
BB BOWL,2601 BLANDING AVE,ALAMEDA,
HOMEROOM TO GO,4007 WEBSTER ST,OAKLAND,
UTAKE ENT GROUP,811 WASHINGTON ST,OAKLAND,
A TOWN PIZZA,2327 BLANDING AVE,ALAMEDA,
PHO NATION,1511 PARK ST,ALAMEDA,
360 DEGREES GOURMET BURRITO,951 MARINA VILLAGE PKWY,ALAMEDA,
IKE'S LOVE & SAND ROCKRIDGE OAKLAND,6300 COLLEGE AVE,OAKLAND,
GOLDEN BULL,412 14TH ST,OAKLAND,
TROY 1,1843 SOLANO AVE,BERKELEY,
SIZZLING LUNCH BERKELEY,1987 SHATTUCK AVE,BERKELEY,
TINA'S PLACE,2300 SAN PABLO AVE,PINOLE,
PAPA MURPHYS PIZZA,1502A FITZGERALD DR,PINOLE,
PILL HILL DELI.,400 30TH ST,OAKLAND,
INI BURGER BERKELEY,2114 CENTER ST,BERKELEY,
CAVE OAKLAND,266 14TH ST,OAKLAND,
PIZZA GUYS #172,3522 FOOTHILL BLVD,OAKLAND,
TOWN FARE CAFE BY MICHELE MCQUEEN,50 10TH ST,OAKLAND,
POLLOS,100 BERKELEY SQ,BERKELEY,
SAUCY ASIAN 2,5614 BAY ST Ste 210,EMERYVILLE,
RAZZOS PIZZA AND SALADS,4312 MACARTHUR BLVD,OAKLAND,
TACOFINO EXPRESS,1508 PARK ST,ALAMEDA,
CJS BAR-B-Q & FISH,2401 MacDonald Ave,RICHMOND,
ACAPELLA,645 W GRAND AVE,OAKLAND,
CONTINENTAL CLUB,1658 12TH ST,OAKLAND,
TAQUERIA MORENO,2576 APPIAN WAY,PINOLE,
LOS KINJAS FRIED CHICKEN,366 GRAND AVE,OAKLAND,
NORTH BEACH SANDWICHEEZ WEBSTER,3300 WEBSTER ST # 112,OAKLAND,
TRUE BURGER 2,4101 BROADWAY,OAKLAND,
ROUND TABLE PIZZA,1511 SYCAMORE AVE,HERCULES,
LA BURRITA,2530 DURANT AVE,BERKELEY,
L&L HAWAIIAN BBQ BERKELY,2475 TELEGRAPH AVE,BERKELEY,
QUINNS LIGHTHOUSE,1951 EMBARCADERO,OAKLAND,
BLUSH EMERYVILLE,5959 SHELLMOUND ST,EMERYVILLE,
VJ'S SPORTS BAR X PIZZA,901 MARINA VILLAGE PKWY,ALAMEDA,
LITTLE CAESARS #1468-0005,900 MARKET ST STE E,ALAMEDA,
MIXT - OAKLAND,2299 BROADWAY,OAKLAND,
ALLEY & VINE,1332 PARK ST,ALAMEDA,
AU LOUNGE,2430 BROADWAY,OAKLAND,
BURMA BERKELEY,2826 TELEGRAPH AVE,BERKELEY,
PLATANO,2042 UNIVERSITY AVE,BERKELEY,
SOUTHERN COMFORT KITCHEN ALAMEDA,1708 WEBSTER ST,ALAMEDA,
MEXIHIBACHI,1578 FITZGERALD DR,PINOLE,
BANK CLUB CAFE,3900 SAN PABLO AVE,EMERYVILLE,
SEABREEZE ON THE DOCK,31 WEBSTER ST,OAKLAND,
AMAZONAS PIZZA,2427 TELEGRAPH AVE,OAKLAND,
MASA TAQUERIA,199 PARK PL,RICHMOND,
PHO TASTY BERKELEY,2101 MILVIA ST,BERKELEY,
CURRY UP NOW,1745 SAN PABLO AVE,OAKLAND,
SOON'S COCKTAIL LOUNGE,3449 FRUITVALE AVE,OAKLAND,
SANDWICHEEZ 22ND STREET,408 22ND ST,OAKLAND,
NORTH BEACH SANDWICHEEZ,2005 CROW CANYON PL # 136,SAN RAMON,
NORTH BEACH SANDWICHEEZ JACK LONDON,308 JACKSON ST # 5,OAKLAND,
LA VALS PIZZA,1834 EUCLID AVE,BERKELEY,
ME-N-ED'S RICHMOND,3800 KLOSE WAY,RICHMOND,
PACIFIC COAST BREWERY,906 WASHINGTON ST,OAKLAND,
THE SAINT SANDWICH SHOP,3016 MACARTHUR BLVD,OAKLAND,
STAY GOLD DELI,2635 SAN PABLO AVE,OAKLAND,
BALLPARK ALAMEDA,1508 PARK ST,ALAMEDA,
PIZZA TWIST BERKELEY,1821 SOLANO AVE,BERKELEY,
NORTH BEACH SANDWICHEEZ,501 14TH ST,OAKLAND,
TROY GREEK CUISINE,2320 CENTRAL AVE,ALAMEDA,
Y'S CHOICE,1825 SAN PABLO AVE,OAKLAND,
ISLICE PIZZA,1230 SOLANO AVE,ALBANY,
HALAL BURGER,160 14TH ST,OAKLAND,
NEXT LEVEL,341 13TH ST,OAKLAND,
BOBBY G'S PIZZERIA,2072 UNIVERSITY,BERKELEY,
PORTAL,1611 2ND AVE,OAKLAND,
HORN BARBECUE OAKLAND,464 8TH ST,OAKLAND,
GOLDEN RATIO,1517 FRANKLIN ST,OAKLAND,
PASSPORT BAR,1915 BROADWAY,OAKLAND,
OAKSIDE KITCHEN,2691 FRUITVILLE AVE,OAKLAND,
SIDESHOW EXPRESS,6037 SAN PABLO AVE,OAKLAND,
NORTH BEACH SANDWICHEEZ KAISER CENT,300 LAKESIDE DR,OAKLAND,
ENSSARO ETHIOPIAN RESTAURANT,357A GRAND AVE,OAKLAND,
EUNICE CAFE,1162 SOLANO AVE,ALBANY,
TOMMY'S BAR B QUE COMPANY,1611 SYCAMORE AVE,HERCULES,
TACOS EL RULAS RICHMOND,232 23RD ST,RICHMOND,
ABU YEMEN,160 14TH STREET SUITE A,OAKLAND,
ZACHARY'S CHICAGO PIZZA,1853 SOLANO AVE,BERKELEY,
WRAP N ROLL,2493 TELEGRAPH AVE,BERKELEY,
XINGONES CANTINA OAKLAND,190 4TH ST,OAKLAND,
CAFE COLUCCI,6427 TELEGRAPH AVE,OAKLAND,
ALAMEDA SANDWICH BOARD DELI,2412 WEBB AVE,ALAMEDA,
HALFTIME SPORTS BAR,300 BROADWAY,OAKLAND,
FOSTER FREEZE,993 SAN PABLO AVE,PINOLE,
EXTREME PIZZA EL SOBRANTE,3550 SAN PABLO DAM RD STE B,EL SOBRANTE,
VILLAGE MARKET AND PIZZA,750 FONT BLVD VILLAGE AT CENTENN,SAN FRANCISCO,
THE BUFFET PLACE,245 S AIRPORT BLVD,SOUTH SAN FRANCISCO,
CALIFORNIA FISH GRILL,153C SERRAMONTE CTR,DALY CITY,
LITTLE CAESARS #3316-0007,1000 KING DR,DALY CITY,
JACK'S,1750 S EL CAMINO REAL,SAN MATEO,
SEAPOT,383 GELLERT BLVD,DALY CITY,
JACKS-FSD,1050 ADMIRAL CT,SAN BRUNO,
CALIFORNIA FISH GRILL SAN MATEO,2214 BRIDGEPOINTE PKWY,FOSTER CITY,
PIZZA GUYS,796 EL CAMINO REAL,SAN CARLOS,
FIRE WINGS SAN MATEO,206 S B ST,SAN MATEO,
LITTLE CAESARS #3316-0006,2193 ROOSEVELT AVE,REDWOOD CITY,
DUTCH GOOSE - FSD,3567 ALAMEDA DE LAS PULGAS,MENLO PARK,
PIZZA HUT #040829,553 EL CAMINO REAL,SOUTH SAN FRANCISCO,
SEA POT,1952 S EL CAMINO REAL,SAN MATEO,
CARNITAS EL RICON REDWOOD CITY,999 EL CAMINO REAL,REDWOOD CITY,
ARMADILLO WILLY'S,2260 BRIDGEPOINTE PKWY,FOSTER CITY,
HALF MOON BAY BREWING CO-FSD,390 CAPISTRANO RD,HALF MOON BAY,
LITTLE CAESARS #1671-0001,615 E 3RD AVE,SAN MATEO,
LITTLE CAESARS #3316-0005,660 MAGNOLIA AVE,MILLBRAE,
PIZZA HUT #040830,600 WHIPPLE AVE,REDWOOD CITY,
MOUNTAIN MIKES PIZZA 361,35 SKYLINE PLAZA,DALY CITY,
L & L HAWAIIAN BBQ,340 ADRIAN RD,MILLBRAE,
JERSEY MIKE'S SUBS 20155A,2925 S EL CAMINO REAL,SAN MATEO,
WATERFRONT PIZZA,969 EDGEWATER BLVD # D,FOSTER CITY,
MOUNTAIN MIKES PIZZA,1395 EL CAMINO REAL,MILLBRAE,
CAFE ROSSO,1600 HOLLOWAY AVE,SAN FRANCISCO,
ISLA,448 SAN MATEO AVE,SAN BRUNO,
CARNITAS EL RINCON,2950 MIDDLEFIELD RD,REDWOOD CITY,
SLICE HOUSE,1000 EL CAMINO REAL,BELMONT,
SFSU STATION CAFE,1600 HOLLOWAY AVE,SAN FRANCISCO,
SANDWICH SPOT,2420 BROADWAY ST,REDWOOD CITY,
NICK THE GREEK SAN MATEO,1324 W HILLSDALE BLVD,SAN MATEO,
PIZZA HUT #040828,3415 MIDDLEFIELD RD,MENLO PARK,
CANYON INN,587 CANYON RD,REDWOOD CITY,
MIRAMAR BEACH RESTAURANT,131 MIRADA RD,HALF MOON BAY,
L & L HAWAIIAN BARBECUE,6893 MISSION ST,DALY CITY,
ROUND TABLE PIZZA 109,50 CABRILLO HWY N,HALF MOON BAY,
NEW YORK PIZZA,700 SAN BRUNO AVE E,SAN BRUNO,
THE CHEESESTEAK SHOP,745 HICKEY BLVD,PACIFICA,
NICK THE GREEK SAN CARLOS,732 LAUREL ST,SAN CARLOS,
REDWOOD CITY BBQ,640 WOODSIDE RD,REDWOOD CITY,
MOUNTAIN MIKES PIZZA,154 S B ST,SAN MATEO,
MOUNTAIN MIKE'S PIZZA S-375,101 D HICKEY BLVD,SOUTH SAN FRANCISCO,
MOUNTAIN MIKES PIZZA,390 EL CAMINO REAL,BELMONT,
NICK THE GREEK,2017 CHESS DR,FOSTER CITY,
NICK THE GREEK BROADWAY,2034 BROADWAY ST,REDWOOD CITY,
LITTLE MAD FISH,1021 EL CAMINO REAL,REDWOOD CITY,
ZORBAS PIZZA,1567 EL CAMINO REAL,MILLBRAE,
ROUND TABLE PIZZA,20 CHESTNUT AVE,SOUTH SAN FRANCISCO,
ROUND TABLE PIZZA 1076,1324 EL CAMINO REAL,SAN CARLOS,
NICK THE GREEK,101 OYSTER POINT BLVD STE 104,SOUTH SAN FRANCISCO,
BASQUE CULTURAL,599 RAILROAD AVE,SOUTH SAN FRANCISCO,
NICK THE GREEK DALY CITY,507 WESTLAKE CTR,DALY CITY,
HOUSE OF BAGEL SAN CARLOS.,605 LAUREL ST,SAN CARLOS,
NICK THE GREEK,309 GELLERT BLVD SUITE B,DALY CITY,
SAN BENITO DELI,356 MAIN ST,HALF MOON BAY,
ROUND TABLE PIZZA,4935 JUNIPERO SERRA BLVD,COLMA,
PIZZA GUYS #222,3864 EL CAMINO REAL,PALO ALTO,
ROUND TABLE PIZZA,128 WOODSIDE PLZ,REDWOOD CITY,
L & L HAWAIIAN BBQ,324 Walnut St,REDWOOD CITY,
TOKYO GRILL-DALY CITY,88 SERRAMONTE CTR,DALY CITY,
ROUND TABLE PIZZA,6222 MISSION ST,DALY CITY,
MOSS BEACH DISTILLERY,140 BEACH WAY,MOSS BEACH,
ARMADILLO WILLYS,2260 BRIDGEPOINTE PKWY,FOSTER CITY,
ROUND TABLE PIZZA #421,1285 LINDA MAR SHOPPING CTR,PACIFICA,
MOONSTAR-FSD,383 GELLERT BLVD,DALY CITY,
MOUNTAIN MIKES PIZZA,3121 JEFFERSON AVE,REDWOOD CITY,
NEAL'S COFFEE SHOP,1845 EL CAMINO REAL,BURLINGAME,
IKES SANDWICHES DALY CITY,128 SERRAMONTE CTR,DALY CITY,
ROUND TABLE PIZZA,430 S NORFOLK ST,SAN MATEO,
L & L HAWAIIAN BBQ,1230 EL CAMINO REAL,SAN BRUNO,
ROUND TABLE PIZZA #1000,844 N DELAWARE ST,SAN MATEO,
DOORDASH KITCHEN,1531 MAIN ST,REDWOOD CITY,
AMERICAN BULL BAR & GRILL,1819 EL CAMINO REAL,BURLINGAME,
ARTICHOKE JOE'S,659 HUNTINGTON AVE,SAN BRUNO,
PAPA JOHNS PIZZA 3568,735 SAN MATEO AVE,SAN BRUNO,
BAGEL ST REDWOOD CITY.,254 REDWOOD SHORES PKWY,REDWOOD CITY,
LOTUS FALAFEL,629 SAN MATEO AVE,SAN BRUNO,
SIZZLING LUNCH FOSTER CITY,1099 FOSTER SQUARE LN Ste 120,FOSTER CITY,
IKES LOVE AND SANDWICHES BURLINGAME,1400 HOWARD AVE,BURLINGAME,
ROUND TABLE PIZZA 1077,1084 FOSTER CITY BLVD,FOSTER CITY,
NEW YORK PIZZA,1340 EL CAMINO REAL,SAN CARLOS,
MULLIN'S BAR & GRILL,2000 FAIRWAY DR,HALF MOON BAY,
ROUND TABLE PIZZA #35,1304 W HILLSDALE BLVD,SAN MATEO,
THE RAVIOLI HOUSE,505 S B ST,SAN MATEO,
PAPA JOHNS 3465,9 43RD AVE,SAN MATEO,
MOUNTAIN MIKE'S S-377,670 RIVER OAKS PKWY,SAN JOSE,
ROUND TABLE PIZZA,1852 S NORFOLK ST,SAN MATEO,
MOUNTAIN MIKE'S PIZZA S-311,390 EL CAMINO REAL,BELMONT,
VILLAGE HOST PIZZA & GRILL BURLINGA,1201 BROADWAY,BURLINGAME,
SKYLINE COLLEGE TRP,3300 COLLEGE DR,SAN BRUNO,
BLUE LINE PIZZA-FSD,1108 BURLINGAME AVE,BURLINGAME,
NICK THE GREEK,213 E 3RD AVE,SAN MATEO,
TOMATINA SAN MATEO,401 S B ST,SAN MATEO,
WEST COAST CAFE,466 SAN MATEO AVE,SAN BRUNO,
THE PATIO AT RUDY'S,412 EMERSON ST,PALO ALTO,
ROUND TABLE PIZZA,61 43RD AVE,SAN MATEO,
HANA HAWAIIAN BBQ,482 SAN MATEO AVE,SAN BRUNO,
FLYING FISH BAR AND GRILL,211 SAN MATEO RD,HALF MOON BAY,
L & L HAWAIIAN BARBEQUE,94 E 3RD AVE,SAN MATEO,
HASH HOUSE SAN BRUNO,811 CHERRY AVE,SAN BRUNO,
ROUND TABLE PIZZA 1129,2278 WESTBOROUGH BLVD,SOUTH SAN FRANCISCO,
PAPA JOHNS PIZZA 4113,1201 EL CAMINO REAL,REDWOOD CITY,
TERIYAKI MADNESS #308,875 MIDDLEFIELD RD,REDWOOD CITY,
THE SANDWICH SPOT MENLO COLLEGE,1000 EL CAMINO REAL,ATHERTON,
OLD PRINCETON LANDING,460 CAPISTRANO RD,HALF MOON BAY,
NEALS COFFEE SHOP,114 DE ANZA BLVD,SAN MATEO,
GOODFELLAS PIZZA & PASTA,1041 TERRA NOVA BLVD,PACIFICA,
MUSTARDS GRILL,780 S AIRPORT BLVD,SAN FRANCISCO,
BLUE LINE PIZZA-FSD,1201 SAN CARLOS AVE,SAN CARLOS,
HEIDI'S PIES RESTAURANT,1941 S EL CAMINO REAL,SAN MATEO,
SANDWICH MONKEY,3 PLAZA VIEW LN,FOSTER CITY,
POKE ONE,1230 EL CAMINO REAL STE C,SAN BRUNO,
HIGH TIDE CAFE,5500 COAST HWY,PACIFICA,
VILLA PIZZA NW,94 SERRAMONTE CTR,DALY CITY,
BLUE LINE PIZZA,511 WESTLAKE CTR,DALY CITY,
BOBBY DS COCKTAIL LOUNGE,700 WINSLOW ST,REDWOOD CITY,
MOUNTAIN MIKES PIZZA S-81,774 EL CAMINO REAL,SAN CARLOS,
BELLA SARATOGA,14503 BIG BASIN WAY,SARATOGA,
LOTUS FALAFEL AND SHAWARMA,1107 BURLINGAME AVE,BURLINGAME,
UPPER CRUST DELI,1023 TERRA NOVA BLVD,PACIFICA,
BUFFALO WILD WINGS 424,5B SERRAMONTE CTR,DALY CITY,
ROUND TABLE PIZZA,1901 JUNIPERO SERRA BLVD Ste C,DALY CITY,
DUXBURY BAR,101 SOUTH BLVD,SAN MATEO,
POTATO GUYS,251 S B ST,SAN MATEO,
LOS MORENOS TAQUERIA,37 W 43RD AVE,SAN MATEO,
NASHVILLE HOT CHICKEN,899 AIRPORT BLVD,SOUTH SAN FRANCISCO,
DOCS BAGELS,1027 ALAMEDA DE LAS PULGAS,BELMONT,
MARDINI'S CAFE,408 WILLOW RD,MENLO PARK,
PADDY FLYNNS,246 LORTON AVE,BURLINGAME,
BOX LUNCH COMPANY,360 SHAW RD,SOUTH SAN FRANCISCO,
NICK'S ROCKAWAY,100 ROCKAWAY BEACH AVE,PACIFICA,
MY TAQUERIAS LLC,875 HAMILTON AVE,MENLO PARK,
GATE GOURMET 1035,645 WEST FIELD RD,SAN FRANCISCO,
ROUTE 92 SPORTS BAR,2128 S EL CAMINO REAL,SAN MATEO,
OYSTER POINT YACHT CLUB,911 MARINA BLVD,SOUTH SAN FRANCISCO,
NEWELLS COCKTAIL LOUNGE,497 SAN MATEO AVE,SAN BRUNO,
SAPORE ITALIANO RESTAURANT,1447 BURLINGAME AVE,BURLINGAME,
HALF MOON BAY COFFEE COMPANY,20 STONE PINE RD,HALF MOON BAY,
MAX'S OF MANILA SAN FRANCISCO,1155 EL CAMINO REAL,SOUTH SAN FRANCISCO,
RISE WOODFIRE SAN MATEO,2 N B ST,SAN MATEO,
DIM SUM KING,99 SKYLINE PLZ,DALY CITY,
DEL ORO TAQUERIA MEXICAN GRILL,127 W 25TH AVE,SAN MATEO,
POSITANO,617 LAUREL ST,SAN CARLOS,
LADLE & LEAF - SFO T3,S MCDONNELL RD,SAN FRANCISCO,
KEITH'S CHICKEN N WAFFLES,270 SAN PEDRO RD,DALY CITY,
ASIAN BOX SFO,780 S AIRPORT BLVD,SAN FRANCISCO,
PANCHO VILLA TAQUERIA,365 S B St,SAN MATEO,
HANS BAKERY,182 HILLSDALE MALL,SAN MATEO,
CARDINAL CAFE BLDG 4,505 BROADWAY ST,REDWOOD CITY,
YUPPIE BAR,709 S B ST,SAN MATEO,
GREAT STEAK & FRY,72A SERRAMONTE CTR,DALY CITY,
IKES OF REDWOOD CITY FSD,2655 Broadway St,REDWOOD CITY,
O SOLE MIO RESTAURANT,352 BROADWAY,MILLBRAE,
JILL BEE DELIVERS*,186 E SUNNYOAKS AVE,CAMPBELL,
"PANTRY, THE",1855 S DELAWARE ST,SAN MATEO,
BASKIN ROBBINS 361028,1023 ALAMEDA DE LAS PULGAS,BELMONT,
EDDIES SPORTS BAR,215 S B ST,SAN MATEO,
MILLBRAE KEBABS AND GYROS,675 BROADWAY,MILLBRAE,
CATERING CONNECTION - FSD,550 Quarry Rd,SAN CARLOS,
SUPER DUPER,125 SERRAMONTE CTR,DALY CITY,
SUSHI PLUS,30 WOODSIDE PLZ,REDWOOD CITY,
ESPOSTO'S DELICATEZZA,701 GATEWAY BLVD,SOUTH SAN FRANCISCO,
CURRY UP NOW PALO ALTO,321 HAMILTON AVE,PALO ALTO,
THE WILD ROVER,2620 BROADWAY,REDWOOD CITY,
ONE LOVE CAFE,486 SAN MATEO AVE,SAN BRUNO,
BAGEL STREET CAFE,537 BROADWAY,MILLBRAE,
PLUG AND PLAY TECH CENTER.COM,440 N WOLFE RD,SUNNYVALE,
DOPPIO ZERO - SAN CARLOS,617 LAUREL ST,SAN CARLOS,
REDWOOD GLEN CAMPGROUNDS,100 WRIGHT DR,LOMA MAR,
SENIORES PIZZA,730 KAINS AVE,SAN BRUNO,
WETZELS PRETZELS,222 HILLSDALE MALL,SAN MATEO,
BONCHON SOUTH SAN FRANCISCO,2278 WESTBOROUGH BLVD,SOUTH SAN FRANCISCO,
WOODSIDE ROADHOUSE,1515 WOODSIDE RD,REDWOOD CITY,
CAPELO'S BARBECUE,2655 MIDDLEFIELD RD,REDWOOD CITY,
CURRY UP NOW,129 S B ST,SAN MATEO,
NICKS ROCKAWAY,100 ROCKAWAY BEACH AVE,PACIFICA,
L&L HAWAIIAN BBQ,94 E 3RD AVE,SAN MATEO,
ASIAN BOX,1401 BURLINGAME AVE,BURLINGAME,
SENIORE'S SAN BRUNO,730 KAINS AVE,SAN BRUNO,
BASKIN ROBBINS 361046,851 CHERRY AVE,SAN BRUNO,
CLAY OVEN CUISINE OF INDIA,78 E 3RD AVE,SAN MATEO,
CORNER TABLE,20 WOODSIDE PLZ,REDWOOD CITY,
IKES SANDWICHES SAN MATEO,680 E 3RD AVE,SAN MATEO,
COOKIEZ BY SARA,"94404 FOSTER CITY, CA",FOSTER CITY,
KOJA KITCHEN - SAN MATEO,150 S B ST,SAN MATEO,
